Occurrences,Gloss,readability (rounded average),lemma,pos
48,be_aggravated;become_critical,5,ٱستفحل,verb
48,investigation;examination#investigations;examinations,4,ٱستقصاء,noun
48,attract;arouse,4,ٱستلفت,verb
48,be_inflated;swell,1,ٱنتفخ,verb
48,damage;injury#damages;injury,2,إيذاء,noun
48,odious;loathsome,4,بغيض,adj
48,chant;sing,5,ترنم,verb
48,advisory;consultative,4,تشاوري,adj
48,fight;struggle,2,تصارع,verb
48,be_tortured;be_tormented;be_punished,1,تعذب,verb
48,be_strengthened;be_reinforced,4,تعزز,verb
48,solidarity,4,تكاتف,noun
48,mulberry,1,توت,noun
48,reinforcing;stabilizing;consolidation,4,توطيد,noun
48,rough;rude,5,جافي,noun
48,young_donkey,1,جحش,noun
48,arsonists;burners#arsonist;burner,3,حارق,noun
48,deceive,4,خادع,verb
48,buried;hidden,3,دفين,adj
48,approach;stroll;grope,5,دلف,verb
48,curdle,4,راب,verb
48,tie;bandage#ties;bandages,1,ربطة,noun
48,leadership;forefront;first_place,3,ريادة,noun
48,exchange_insults,5,ساب,verb
48,give_to_drink#be_given_to_drink,5,ساقى,verb
48,snuff,5,سعوط,noun
48,tumbles;slipping#tumble;slip,3,سقطة,noun
48,market;vulgar,4,سوقي,adj
48,cigar,3,سيجار,noun
48,honesty;integrity,5,صدقية,noun
48,slaps;blows#slap;blow,2,صفعة,noun
48,everlasting_(God),2,صمد,noun
48,chastity;innocence,5,عصمة,noun
48,responsibility;custody,5,عهدة,noun
48,mouth;aperture,4,فوهة,noun
48,coercive;constraining,5,قسري,adj
48,exigencies;requisites,5,لازمة,noun
48,teach;instruct;suggest,4,لقن,verb
48,crowned,4,متوج,noun
48,limited_nature;restricted_nature,5,محدودية,noun
48,hidden;secret,1,مختفي,adj
48,authorized,5,مخول,adj
48,discharged;retired,4,مستقيل,adj
48,illuminated;enlightened,5,مستنير,adj
48,yellow;pale,2,مصفر,adj
48,connected;linked;affiliated,5,مقرون,adj
48,rightly_guided,4,مهدي,adj
48,straight_razors#straight_razor,5,موسى,noun
48,arrogance;dignity;nobility,4,نخوة,noun
48,be_distant;migrate,5,نزح,verb
48,sharp-eyed#spectators,5,نظار,noun
48,characteristics;features#description;characterization#characteristic;feature,4,نعت,noun
48,setback;reverse;relapse#setbacks;reverses;relapses,4,نكسة,noun
48,calm;tranquillity,3,هدء,noun
48,emaciation,4,هزال,noun
48,fluttering;throbbing,5,واجف,noun
48,be_silent;be_despondent,5,وجم,verb
47,ideology#ideologies,5,أيديولوجيا,noun
47,absorption;suction,4,ٱمتصاص,noun
47,bundle;parcel#bundles;parcels,3,رزمة,noun
47,serious;calm,3,رزين,adj
47,without;devoid_of,3,عديم,adj
47,cathedral,5,كاتدرائية,noun
47,allusion;equivocal,4,كناية,noun
47,accountant;comptroller,4,محاسب,noun
47,listener;audience,2,مستمع,noun
47,praiseworthy;deserving_thanks,2,مشكور,adj
47,outlet;drain;funnel#outlets;drains;funnels,5,مصب,noun
47,growth;development;evolution,5,نشوء,noun
47,voracity;greed,4,نهم,noun
47,be_given_overnight_lodging#give_overnight_lodging,5,أبات,verb
47,mislead;confuse#be_misled;be_confused,4,أتاه,verb
47,bestow_amply;impart_liberally,5,أسبغ,verb
47,lend,3,أقرض,verb
47,regiment,5,ألاي,noun
47,stay;remain;weigh_heavily,5,أناخ,verb
47,fulfill;discharge;pay#be_fulfilled;be_discharged;be_paid,3,أوفى,verb
47,origination;creation,5,ٱستحداث,noun
47,shame;bashfulness,3,ٱستحياء,noun
47,be_conscious_of;realize;have_a_premonition_of,4,ٱستشعر,verb
47,disapproval;condemnation,4,ٱستهجان,noun
47,be_inflamed;flare_up,5,ٱضطرم,verb
47,confidence;reliance,5,ٱعتداد,noun
47,rise;mount,4,ٱعتلى,verb
47,be_eradicated;be_exterminated,4,ٱمحى,verb
47,compulsory;obligatory,3,إجباري,adj
47,extinguishing,3,إخماد,noun
47,declaration;proclamation,4,إشهار,noun
47,declaration;proclamation,5,إيذان,noun
47,sailors;crew,3,بحارة,noun
47,tuning_(instrument)#soft-skinned,5,بض,noun
47,be_fortified;be_protected,3,تحصن,verb
47,fear;be_afraid,5,تخشى,verb
47,compete,4,تراكض,verb
47,begging,3,تسول,noun
47,be_absent,2,تغيب,verb
47,continuing,4,تمادي,noun
47,eighties,3,ثمانيني,noun
47,torrential;stormy,4,جارف,adj
47,decisive;definitive,4,جازم,adj
47,uncovered,5,حاسر,noun
47,from/of_Hejaz,4,حجازي,adj
47,radical,5,راديكالي,adj
47,nectar;exquisite_wine,2,رحيق,noun
47,magic;sorcery,5,رقية,noun
47,heap;accumulation,4,ركام,noun
47,choicest_part;prime_time;full_bloom,4,ريعان,noun
47,crowded;jam,1,زحمة,noun
47,marriage,3,زيجة,noun
47,shedder_of_blood;butcher,2,سفاح,noun
47,tolerant;generous;magnanimous,3,سميح,adj
47,avarice;greed;paucity,5,شح,noun
47,condition,4,شريطة,noun
47,vacancy,5,شغور,noun
47,obstinacy,5,شكيمة,noun
47,shilling,5,شلن,noun
47,bragging,5,صلف,noun
47,instant,5,طرفة,noun
47,rarities;oddities#rarity;oddity,5,طريفة,noun
47,jump,5,طفر,verb
47,opposite;contrary,3,عكسي,adj
47,arrogance;insolence,4,غطرسة,noun
47,youthful,4,فتي,adj
47,residues;waste#residue;waste,4,فضلة,noun
47,electrical_plug,4,قابس,noun
47,transmitted;memorable,5,مأثور,adj
47,authorized;licensed,4,مأذون,noun
47,populated;manned,5,مأهول,noun
47,shake;totter;sway,5,ماد,verb
47,descending;sloping,4,متحدر,adj
47,wavering;changing;inconstant,4,متقلب,adj
47,useful;suitable,4,مجدي,noun
47,alliance,5,محالفة,noun
47,fortified,4,محصن,adj
47,underhanded_dealing;artifice#prevarications;trickery,5,مراوغة,noun
47,retirement_place;place_of_solitude,5,معتزل,noun
47,absent;vanished,4,معدوم,adj
47,plantation,5,مغرس,noun
47,pointed;tapered,5,مقرن,adj
47,piece;selection_(music/poetry)#short_poems,4,مقطوعة,noun
47,amplifier,2,مكبر,noun
47,hidden_things,5,مكنون,noun
47,appeal;calling_out;shouting,4,مناداة,noun
47,dissident;renegade,5,منشق,adj
47,discarded;rejected;fallen_down,5,منطرح,adj
47,certain;sure,5,موثق,adj
47,respected;venerable,4,موقر,adj
47,cattle_dealer,5,نخاس,noun
47,dangling,5,نوس,noun
47,part_of_the_night,5,هزيع,noun
47,rejoice;applaud,4,هلل,verb
47,agreement;concord;harmony,4,وئام,noun
47,situation;position,5,وضعة,noun
47,strong;solid;unshakable,4,وطيد,adj
46,decline;descent,4,ٱنحدار,noun
46,collision;shock,3,تصادم,noun
46,compatibility;correspondence,3,تطابق,noun
46,emptying;unloading,2,تفريغ,noun
46,evening_chat,4,سمر,noun
46,butterfly,1,فراشة,noun
46,fur;pelt,1,فرو,noun
46,neighboring;adjacent,5,متاخم,adj
46,swindler;crook,3,مخادع,noun
46,counter-;opposite,2,معاكس,adj
46,perverted;distorted,4,منحرف,adj
46,insolent;impertinent,2,وقح,adj
46,make_curdle#be_curdled,5,أراب,verb
46,strength,4,أزر,noun
46,pour_down;shower#be_poured_down;be_showered,4,أغدق,verb
46,mislead;seduce,4,أغوى,verb
46,fasten;tie,4,أوثق,verb
46,fight_one_another,4,ٱقتتل,verb
46,dividing;distribution,4,ٱقتسام,noun
46,intend;consider,4,ٱنتوى,verb
46,fall;spill,2,ٱنكب,verb
46,permission;licentiousness,4,إباحة,noun
46,pop,4,بوب,noun
46,come_to_power,4,تأمر,verb
46,helping_avoid;shielding_from,4,تجنيب,noun
46,exemplary_punishment;containment;maltreatment,5,تنكيل,noun
46,inherit_successively,3,توارث,verb
46,bestow,5,جدا,verb
46,bashful;modest,5,حيي,adj
46,wrist,5,خنقة,noun
46,creeping;crawling;influx,4,دبيب,noun
46,administrative;official,4,ديواني,adj
46,divination_arrows#divination_arrow,5,زلم,noun
46,mirage,4,سراب,noun
46,alike;the_same#alike;the_same;equals,5,سي,noun
46,pride,5,شمم,noun
46,whistle,5,صفرة,noun
46,platonic;chaste,5,عذري,adj
46,knowledge;recognition,4,عرفان,noun
46,be_blind;be_obscure,3,عمي,verb
46,poverty;need,5,عوز,noun
46,seasonal;periodic,2,فصلي,adj
46,vocation;profession;trade,3,كار,noun
46,concoct;falsify,4,لفق,verb
46,food;nourishment#eating;consumption,4,مأكل,noun
46,apostates;heretics#apostate;heretic,5,مارق,adj
46,cheerful,1,مبسوط,adj
46,fighting,4,متصارع,adj
46,skeptical;suspicious;questionable,5,مرتاب,adj
46,escort;accompanying,4,مصاحبة,noun
46,goatherd,5,معاز,noun
46,entitled;bearing_a_title;carrying_the_title_(of),4,معنون,adj
46,deliverer;succorer,5,مغيث,noun
46,placing_(blame)#throwing,4,ملقي,adj
46,blamed;censured,4,ملوم,adj
46,air_hole;valve,4,منفس,noun
46,slim;narrow;weak,5,ناحل,adj
46,prohibitive;interdictory,4,ناهي,adj
46,stardom,4,نجومية,noun
46,textual,4,نصي,adj
46,calm;quiet,4,هامد,adj
46,piety,4,ورع,noun
46,result;product;child#results;products;children,4,وليدة,noun
45,selection,4,ٱنتقاء,noun
45,thwarting;exposing;abolition,4,إبطال,noun
45,adaptation;conformity,4,تكيف,noun
45,sum_up;summarize,2,لخص,verb
45,blessed,4,مبروك,noun
45,strengthened;supported,4,مدعم,adj
45,possible;feasible,4,مستطاع,noun
45,obituary#obituaries,5,منعى,noun
45,shining;radiant;luminous,2,منير,adj
45,carriers#transmitting;carrying;conveying,2,ناقل,noun
45,clearer;clearest,4,أبين,adj_comp
45,priority;preference,4,أحقية,noun
45,peasant;farmer,5,أريس,noun
45,make_public;declare#be_made_public;be_declared,3,أشهر,verb
45,make_room;clear_the_way,3,أفسح,verb
45,tales;novellas#tale;novella,4,أقصوصة,noun
45,pay_a_dowry,5,أمهر,verb
45,egoism;selfishness,2,أنانية,noun
45,hospitalization,5,ٱستشفائي,adj
45,negligence;disdain,2,ٱستهتار,noun
45,conventional;technical,4,ٱصطلاحي,adj
45,take_vengeance_on;punish,3,ٱقتص,verb
45,resorting;having_recourse;asylum,4,ٱلتجاء,noun
45,compliance;submission,5,ٱنقياد,noun
45,armpit,2,إبط,noun
45,enchantment,4,إفتتان,noun
45,filling;filling_out,3,إملاء,noun
45,plastic,3,بلاستيكي,adj
45,affliction;necessity,3,بلوى,noun
45,embodiment;enlargement,4,تجسيم,noun
45,courtship,4,تحبب,noun
45,invitation;attraction,4,ترغيب,noun
45,exaggeration,5,تزيد,noun
45,be_optimistic,2,تفاءل,verb
45,meet_face_to_face,1,تقابل,verb
45,debate_each_other;argue_with_each_other,2,تناقش,verb
45,pause;hesitate,5,تورع,verb
45,be_hungry;starve,1,جاع,verb
45,protrude;stare,4,جحظ,verb
45,envious,2,حسود,adj
45,mother-in-law,3,حماة,noun
45,approach;approximate#be_approached;be_approximated,4,دانى,verb
45,censured;reprehensible,5,ذميم,adj
45,querns;hand_mills#quern;hand_mill,5,رحى,noun
45,integrity;maturity,4,رشاد,noun
45,remove;snatch;take,1,زحزح,verb
45,abound;overflow,5,زخر,verb
45,adultery;fornication,4,زنى,noun
45,public_road,5,سابل,noun
45,teak;Indian_oak,5,ساج,noun
45,fat;obesity,3,سمنة,noun
45,dispossessed;homeless,4,شريد,adj
45,choicest;elite;selection;best;quintessence,5,صفوة,noun
45,loss,5,ضيع,noun
45,trim;sharpen,5,طر,verb
45,fortuneteller,4,عراف,noun
45,court;flirt_with,3,غازل,verb
45,gown;tunic#gowns;tunics,5,غلالة,noun
45,immorality,5,فجور,noun
45,gratified,5,قرير,noun
45,butcher,5,قصاب,noun
45,crushing;sweeping;disastrous,4,كاسح,adj
45,globular;spherical,5,كري,adj
45,offense,4,مؤاخذة,noun
45,extravagant;excessive,4,متجاوز,adj
45,balanced;harmonious,4,متزن,adj
45,collapsing;falling,4,متساقط,adj
45,arrogant,2,متكبر,adj
45,successive;consecutive;continuous,4,متلاحق,adj
45,quavering;trembling,5,متهدج,noun
45,pearl;coral#pearls;corals,4,مرجان,noun
45,continuous;standing,5,مستديم,noun
45,needle;obelisk#needles;obelisks,5,مسلة,noun
45,shawl,5,مطرف,noun
45,person_performing_the_Umra_pilgrimage,3,معتمر,noun
45,in-depth;painstaking,4,معمق,adj
45,company;escort,5,معية,noun
45,stung;bitten,1,ملسوع,adj
45,attracting;turning,4,ملفت,adj
45,delegated;deputized;assigned;mandated,5,منتدب,adj
45,park;recreation_ground,2,منتزه,noun
45,criticizing;denouncing,5,مندد,adj
45,archer,5,نبال,noun
44,flight;flying;take-off,2,تحليق,noun
44,false;deceitful;swindler,3,دجال,noun
44,relevant;correct,4,سديد,adj
44,journey;travel#journeys;travels,1,سفرة,noun
44,blade;edge#blades;edges,4,شفرة,noun
44,fasting;abstinence,1,صوم,noun
44,gazelles#gazelle,3,ظبي,noun
44,good_omen;auspicious_sign,4,فأل,noun
44,filth;dirtiness;littering,1,قذارة,noun
44,comb#combs,1,مشط,noun
44,combatant;fighter,4,مناضل,noun
44,exclamation;sigh,4,آهة,noun
44,she-ass#she-asses,5,أتان,noun
44,professorial,4,أستاذي,adj
44,one-eyed,3,أعور,noun
44,be_mitigated;be_weakened#mitigate;weaken,5,أفتر,verb
44,deliver_a_fatwa_(legal_opinion);opine#be_debated_legally,4,أفتى,verb
44,more/most_suitable,5,أوفق,adj_comp
44,they/those,5,أولاء,pron_dem
44,trust;entrust,4,ٱئتمن,verb
44,regard_as_important;be_haughty,4,ٱستعظم,verb
44,spending_(time);lasting,3,ٱستغراق,noun
44,draw_water;draw_information,5,ٱستقى,verb
44,be_disgusted;be_nauseated,3,ٱشمأز,verb
44,become_enraged;be_irritated,3,ٱغتاظ,verb
44,ambiguity;confusion,4,ٱلتباس,noun
44,abstention;reserve,5,إحجام,noun
44,bridge_(game),5,بردج,noun
44,extension;exposition#extensions;expositions,4,بسطة,noun
44,nullity;falsity,4,بطلان,noun
44,slander,4,بهتان,noun
44,blaze_up;be_kindled,4,تأجج,verb
44,compete_against,3,تبارز,verb
44,estrangement,3,تباعد,noun
44,be_squandered;be_dispersed,4,تبدد,verb
44,appear;be_manifested,5,تبدى,verb
44,mistreat,5,تحامل,verb
44,be_burned,4,تحرق,verb
44,disguise,3,تخفي,noun
44,gravedigger,4,تربي,noun
44,try_to_please;appease,5,ترضى,verb
44,intimidation;terrorizing,4,ترهيب,noun
44,pretend_to_laugh,4,تضاحك,verb
44,inflating;exaggerating,4,تضخيم,noun
44,complaint,5,تظلم,noun
44,allege;make_an_excuse,4,تعلل,verb
44,reprimand,5,تقريع,noun
44,be_pleased;be_delighted,3,تلذذ,verb
44,coordinative;steering;systematic,4,تنسيقي,adj
44,arrange_a_meeting;make_an_appointment,3,تواعد,verb
44,empty;dreary;desolate,4,خاوي,adj
44,shy;embarrassed,2,خجول,noun
44,chicken_coop;brooder,5,خم,noun
44,caress;stroke,4,ربت,verb
44,mortgaged;security,4,رهين,noun
44,departure;return,5,رواح,noun
44,claiming;alleging,4,زاعم,adj
44,"about,_approximately,_around,_roughly,_nearly,_almost",5,زهاء,noun_quant
44,illness;leanness#illnesses,4,سقم,noun
44,heavy_drinker,3,سكير,noun
44,consolation;comfort,4,سلوى,noun
44,manner;mode;form#manners;modes;forms,5,شاكلة,noun
44,numerical,3,عددي,adj
44,stammer,5,عي,noun
44,reiteration;repetition,5,عياد,noun
44,hotel;hotel-management,3,فندقي,adj
44,be_harsh;be_severe,3,قسا,verb
44,sector;section,4,قطاعي,adj
44,karate,1,كاراتيه,noun
44,cholera,5,كوليرا,noun
44,jawbones#insult;vilification#jawbone,5,لحي,noun
44,courteous;friendly,5,مؤنس,noun
44,qualified;married,4,متأهل,noun
44,allied,4,متحالف,adj
44,retreating;falling_behind,4,متراجع,adj
44,competitor;opponent,2,متنافس,noun
44,present;available,3,متواجد,noun
44,alike;homo-,5,مثلي,noun
44,infirmaries;jails#infirmary;jail,5,محجر,noun
44,visit_place;shrine;sanctuary,4,مزار,noun
44,polished;burnished,5,مصقول,adj
44,constant;uninterrupted;invariable,5,مطرد,adj
44,mourner,3,معزي,noun
44,shackled;handcuffed,5,مغلول,adj
44,completed;finished,4,مكتمل,adj
44,overcast;gloomy;melancholic,5,مكفهر,adj
44,be_filled,4,ملئ,verb
44,royal;monarchic,4,ملوكي,adj
44,inflated;swollen;puffed_up,2,منتفخ,adj
44,alternative;choice;freedom_of_action,5,مندوحة,noun
44,forgotten,3,منسي,adj
44,portable,2,نقال,adj
44,squandering;wasting,4,هدر,noun
44,whispers;whispering#whisper,2,همسة,noun
44,yacht#yachts,4,يخت,noun
43,notify;advert#be_notified;be_adverted,4,أشعر,verb
43,select,4,ٱنتقى,verb
43,publicity,4,إعلاني,adj
43,deletion;shortening,1,حذف,noun
43,alms;charity,2,زكاة,noun
43,fresh;tender,1,طري,adj
43,gifts;presents#gift;present,4,عطية,noun
43,self-sacrifice,3,فداء,noun
43,printing_press,5,مطبع,noun
43,agreement;harmony,4,ملاءمة,noun
43,encyclopedias#encyclopedia,4,موسوعة,noun
43,uglier/ugliest,1,أبشع,adj_comp
43,turn_the_back;flee;dodge,4,أدبر,verb
43,craftier/craftiest;shrewder/shrewdest,4,أدهى,noun
43,auricular,3,أذني,adj
43,speech-defective,5,أرت,noun
43,more/most_enjoyable;recreational,3,أمتع,adj_comp
43,reckless;foolhardy,5,أهوج,noun
43,seek_protection;seek_aid,4,ٱستجار,verb
43,seek_clarification;examine,4,ٱستوضح,verb
43,concur;agree,4,ٱصطلح,verb
43,determination;resolve,4,ٱعتزام,noun
43,cheerfulness,1,ٱنبساط,noun
43,oppressive;tyrant#oppressors;tyrants,4,باغي,adj
43,clothing;dress,4,بزة,noun
43,glow;radiance,4,بصيص,noun
43,plutonium,5,بلوتونيوم,noun
43,yawn,1,تثاءب,verb
43,take_shape;be_materialized,4,تجسم,verb
43,be_incumbent;be_necessary,4,تحتم,verb
43,cohesion;interconnectedness,3,ترابط,noun
43,hope;expect;request,2,ترجى,verb
43,observe;watch;follow;track,4,ترصد,verb
43,ponder;reflect,5,تروى,verb
43,flatter;curry_favor,5,تزلف,verb
43,supremacy;dominion,4,تسلط,noun
43,heaps#heap,3,تلة,noun
43,allusion;mention;praise,4,تنويه,noun
43,raid;attack;charge,3,تهجم,noun
43,be_in_agreement;cooperate,4,تواطأ,verb
43,slacken;hesitate,4,توانى,verb
43,make_clear;shine;depart,4,جلا,verb
43,inclination;tendency,5,جنوح,noun
43,guess;hunch,4,حدس,noun
43,assemble;crowd;stuff,2,حشر,verb
43,mindful;guarding,4,حفيظ,noun
43,barber,1,حلاق,noun
43,oratorical,4,خطابي,adj
43,pendulum,5,خطار,noun
43,obscurity;inactivity;drowsiness,3,خمول,noun
43,constitutionality,5,دستورية,noun
43,tearful,4,دموع,noun
43,cosmetic_cream;varnish,1,دهان,noun
43,deterring;repelling,4,رادع,adj
43,promote;advance#be_promoted;be_advanced,4,رقى,verb
43,transitory;ephemeral,4,زائل,adj
43,stench;smell;stink;foul_odor,5,زخم,noun
43,entice;seduce,4,سول,verb
43,cigar,4,سيكار,noun
43,deacon;acolyte#deacons;acolytes,5,شماس,noun
43,remainder,5,صبابة,noun
43,infantile;puerile,2,صبياني,adj
43,whistle;siren#whistles;sirens,1,صفارة,noun
43,injustice;injury,5,ضيم,noun
43,tambours_(musical_instruments)#tambour_(musical_instrument),5,طنبور,noun
43,discernment,5,فراسة,noun
43,innate;natural,4,فطري,adj
43,crack;fissure#cracking;splitting;dawn,4,فلق,noun
43,courtyard,5,قاحة,noun
43,tar;pitch,5,قار,noun
43,paper;sheets_of_paper#paper;sheet_of_paper,1,قرطاس,noun
43,distant;remote,5,قصي,adj
43,cesarean;imperial,5,قيصري,adj
43,shrouds#shroud,2,كفن,noun
43,be_suitable;be_appropriate;be_adequate,4,لاءم,verb
43,inner_corners_of_the_eye#inner_corner_of_the_eye,5,مأق,noun
43,fumigator;censer#fumigators;censers,4,مبخرة,noun
43,missionary;announcer,4,مبشر,noun
43,separate;infrequent,4,متباعد,noun
43,confirmed;secure;fixed;stable,2,مثبت,adj
